State,County,LitAvg,NumAvg,Pop,Education,Industry,Pov,NoIns,MedIncome,Unemployment,VCR,JPR,Size,FIPS,PREF,GEO_ID
VA,Dinwiddie County,249.9,233.3,28.033,0.443,Mgmt/Bus/Art,0.148,0.107,58.47,0.066,847.66,132.052,Suburban,51053,0500000US,0500000US51053
VA,Essex County,253,237.4,11.083,0.472,Sales/Office,0.123,0.101,53.54,0.047,1189.04,99.451,Suburban,51057,0500000US,0500000US51057
VA,Fairfax County,280.8,270.9,1142.004,0.792,Mgmt/Bus/Art,0.061,0.094,127.9,0.036,775.32,12.853,Rural,51059,0500000US,0500000US51059
VA,Fauquier County,274.7,263.8,68.406,0.641,Mgmt/Bus/Art,0.062,0.083,103.83,0.031,942.19,51.778,Small/Mid,51061,0500000US,0500000US51061
VA,Floyd County,265.3,253.5,15.594,0.51,Mgmt/Bus/Art,0.12,0.073,52.28,0.043,559.09,73.146,Suburban,51063,0500000US,0500000US51063
VA,Fluvanna County,276.9,265.8,26.109,0.657,Mgmt/Bus/Art,0.061,0.08,75.09,0.036,872.85,44.656,Rural,51065,0500000US,0500000US51065
VA,Franklin County,265.2,251.8,56.277,0.532,Mgmt/Bus/Art,0.148,0.112,61.88,0.041,1070.24,112.52,Rural,51067,0500000US,0500000US51067
VA,Frederick County,269.8,258.9,83.784,0.558,Mgmt/Bus/Art,0.056,0.102,83.67,0.032,1061.58,51.779,Rural,51069,0500000US,0500000US51069
VA,Giles County,262.6,249.7,16.867,0.489,Mgmt/Bus/Art,0.113,0.106,53.11,0.036,757.89,73.146,Suburban,51071,0500000US,0500000US51071
VA,Gloucester County,269.1,256.9,37.035,0.571,Mgmt/Bus/Art,0.087,0.095,71.72,0.025,1469.4,38.495,Rural,51073,0500000US,0500000US51073
VA,Goochland County,276.9,266.2,22.148,0.66,Mgmt/Bus/Art,0.053,0.048,100.44,0.024,472.9,57.389,Rural,51075,0500000US,0500000US51075
VA,Grayson County,253.9,239,15.708,0.423,Prod/Trans,0.202,0.122,41.31,0.054,1087.73,73.146,Suburban,51077,0500000US,0500000US51077
VA,Greene County,263.8,251.9,19.213,0.54,Mgmt/Bus/Art,0.094,0.149,73.35,0.051,1308.65,44.657,Suburban,51079,0500000US,0500000US51079
VA,Greensville County,229.4,209.2,11.606,0.32,Service,0.17,0.13,47.32,0.03,622.37,111.284,Suburban,51081,0500000US,0500000US51081
VA,Halifax County,247.5,230.2,35.03,0.438,Mgmt/Bus/Art,0.187,0.128,42.62,0.036,1004.98,62.068,Suburban,51083,0500000US,0500000US51083
VA,Hanover County,279.6,269.3,103.218,0.667,Mgmt/Bus/Art,0.058,0.056,90.82,0.028,1234.16,63.048,Small/Mid,51085,0500000US,0500000US51085
VA,Henrico County,273.5,260,324.073,0.691,Mgmt/Bus/Art,0.104,0.087,68.98,0.048,765.35,57.391,Small/Mid,51087,0500000US,0500000US51087
VA,Henry County,252.3,236.8,51.956,0.459,Mgmt/Bus/Art,0.192,0.116,41.91,0.062,1040.79,56.357,Rural,51089,0500000US,0500000US51089
VA,Highland County,265.4,254.3,2.213,0.489,Mgmt/Bus/Art,0.106,0.094,45.92,0.005,267.14,31.691,Small/Mid,51091,0500000US,0500000US51091
VA,Isle of Wight County,268.5,255.9,36.09,0.597,Mgmt/Bus/Art,0.103,0.069,78.75,0.054,905.73,78.271,Small/Mid,51093,0500000US,0500000US51093
VA,James City County,282,271,73.028,0.749,Mgmt/Bus/Art,0.075,0.076,92.77,0.038,1254.17,46.48,Suburban,51095,0500000US,0500000US51095
VA,King and Queen County,251,233.7,7.052,0.436,Mgmt/Bus/Art,0.156,0.117,54.19,0.034,1072.15,99.455,Rural,51097,0500000US,0500000US51097
VA,King George County,275.8,263.8,25.564,0.666,Mgmt/Bus/Art,0.057,0.075,85.66,0.037,1126.23,62.636,Small/Mid,51099,0500000US,0500000US51099
VA,King William County,266.9,253.1,16.329,0.524,Mgmt/Bus/Art,0.109,0.068,73.04,0.03,869.67,94.416,Suburban,51101,0500000US,0500000US51101
VA,Lancaster County,261.3,246.1,10.848,0.593,Mgmt/Bus/Art,0.11,0.114,55.07,0.032,1957.71,53.016,Suburban,51103,0500000US,0500000US51103
VA,Lee County,249.1,234.3,24.428,0.41,Mgmt/Bus/Art,0.262,0.135,35.88,0.061,411.59,154.146,Rural,51105,0500000US,0500000US51105
VA,Loudoun County,287.7,279.2,374.558,0.806,Mgmt/Bus/Art,0.037,0.068,151.81,0.031,781.05,13.64,Small/Mid,51107,0500000US,0500000US51107
VA,Louisa County,256.4,243.5,34.813,0.496,Mgmt/Bus/Art,0.118,0.124,64.14,0.059,619.88,44.66,Rural,51109,0500000US,0500000US51109
VA,Lunenburg County,242.5,225.8,12.369,0.394,Mgmt/Bus/Art,0.186,0.143,44.86,0.028,963.58,140.253,Rural,51111,0500000US,0500000US51111
VA,Madison County,263.8,250.8,13.108,0.51,Mgmt/Bus/Art,0.098,0.146,66.4,0.043,898.05,44.663,Suburban,51113,0500000US,0500000US51113
VA,Mathews County,271.9,259,8.83,0.581,Mgmt/Bus/Art,0.106,0.086,69.11,0.011,555.23,99.46,Suburban,51115,0500000US,0500000US51115
VA,Mecklenburg County,251.2,234.5,30.959,0.483,Mgmt/Bus/Art,0.169,0.12,43.13,0.036,692.18,132.048,Small/Mid,51117,0500000US,0500000US51117
VA,Middlesex County,263.1,249.7,10.71,0.551,Mgmt/Bus/Art,0.102,0.102,58.83,0.045,513.44,99.465,Suburban,51119,0500000US,0500000US51119
VA,Montgomery County,276.5,262.1,97.692,0.692,Mgmt/Bus/Art,0.238,0.066,58.74,0.028,1007.26,12.199,Rural,51121,0500000US,0500000US51121
VA,Nelson County,262.3,248.3,14.863,0.535,Mgmt/Bus/Art,0.149,0.116,55.8,0.027,1561.44,66.863,Rural,51125,0500000US,0500000US51125
VA,New Kent County,273,261.4,20.523,0.585,Mgmt/Bus/Art,0.051,0.055,102.62,0.037,1161.88,57.388,Suburban,51127,0500000US,0500000US51127
VA,Northampton County,249.2,231.1,11.998,0.477,Mgmt/Bus/Art,0.203,0.14,45.24,0.032,846.74,141.664,Suburban,51131,0500000US,0500000US51131
VA,Northumberland County,263.5,247.5,12.254,0.584,Mgmt/Bus/Art,0.135,0.108,60.39,0.06,575.91,201.261,Suburban,51133,0500000US,0500000US51133
VA,Nottoway County,241.2,223,15.537,0.389,Mgmt/Bus/Art,0.215,0.103,45.91,0.034,835.54,140.253,Rural,51135,0500000US,0500000US51135
VA,Orange County,264.6,251.3,35.265,0.541,Mgmt/Bus/Art,0.089,0.12,71.69,0.051,668.13,44.658,Rural,51137,0500000US,0500000US51137
VA,Page County,250.2,235.6,23.694,0.361,Sales/Office,0.17,0.124,52.88,0.061,712.58,55.585,Suburban,51139,0500000US,0500000US51139
VA,Patrick County,255.6,241.7,17.958,0.444,Mgmt/Bus/Art,0.202,0.128,43.57,0.048,867.51,70.698,Rural,51141,0500000US,0500000US51141
VA,Pittsylvania County,255.3,240.8,61.97,0.468,Mgmt/Bus/Art,0.147,0.098,51.68,0.051,865.55,29.276,Rural,51143,0500000US,0500000US51143
VA,Powhatan County,273.6,262.5,28.364,0.602,Mgmt/Bus/Art,0.055,0.079,94.29,0.027,1121.64,94.416,Rural,51145,0500000US,0500000US51145
VA,Prince Edward County,249.7,232.1,22.903,0.497,Mgmt/Bus/Art,0.214,0.098,44.59,0.029,688.18,140.256,Suburban,51147,0500000US,0500000US51147
VA,Prince George County,262,245.9,37.704,0.566,Mgmt/Bus/Art,0.123,0.087,74.52,0.052,971.89,94.416,Rural,51149,0500000US,0500000US51149
VA,Prince William County,268.2,255.4,450.763,0.68,Mgmt/Bus/Art,0.07,0.119,106.21,0.04,958.97,23.63,Rural,51153,0500000US,0500000US51153
VA,Pulaski County,265.1,252.6,34.33,0.522,Mgmt/Bus/Art,0.139,0.089,54.09,0.049,2393.17,73.145,Small/Mid,51155,0500000US,0500000US51155
VA,Rappahannock County,272.4,261,7.359,0.615,Mgmt/Bus/Art,0.089,0.143,79.09,0.024,686.34,85.82,Rural,51157,0500000US,0500000US51157
VA,Richmond County,249.2,232.7,8.873,0.416,Mgmt/Bus/Art,0.174,0.11,49.76,0.036,174.06,201.264,Suburban,51159,0500000US,0500000US51159
VA,Roanoke County,278.8,268.4,93.419,0.662,Mgmt/Bus/Art,0.08,0.06,71.74,0.038,1425.3,112.52,Suburban,51161,0500000US,0500000US51161
VA,Rockbridge County,263.9,250.6,22.44,0.506,Mgmt/Bus/Art,0.156,0.11,58.5,0.038,835.56,51.363,Rural,51163,0500000US,0500000US51163
VA,Rockingham County,261,249.2,78.653,0.475,Mgmt/Bus/Art,0.102,0.12,67.24,0.037,413.6,62.463,Suburban,51165,0500000US,0500000US51165
VA,Russell County,257.6,245.2,27.725,0.431,Mgmt/Bus/Art,0.176,0.109,40.35,0.041,987.7,154.145,Rural,51167,0500000US,0500000US51167
VA,Scott County,255.9,242.6,22.29,0.424,Sales/Office,0.177,0.111,41.29,0.041,877.03,154.145,Rural,51169,0500000US,0500000US51169
VA,Shenandoah County,261.3,248.5,42.854,0.476,Mgmt/Bus/Art,0.103,0.104,59.09,0.042,1253.87,85.831,Small/Mid,51171,0500000US,0500000US51171
VA,Smyth County,257,243,31.298,0.451,Mgmt/Bus/Art,0.174,0.108,41.96,0.043,702.09,154.142,Small/Mid,51173,0500000US,0500000US51173
VA,Southampton County,255.7,241,18.089,0.511,Mgmt/Bus/Art,0.117,0.093,62.33,0.03,1080.93,93.401,Suburban,51175,0500000US,0500000US51175
VA,Spotsylvania County,267.9,254.9,130.159,0.594,Mgmt/Bus/Art,0.08,0.091,90.26,0.043,704.42,62.636,Suburban,51177,0500000US,0500000US51177
VA,Stafford County,278.2,266.7,141.159,0.714,Mgmt/Bus/Art,0.047,0.077,109.09,0.03,1478.02,62.636,Urban,51179,0500000US,0500000US51179
VA,Surry County,255.3,238.6,6.67,0.524,Mgmt/Bus/Art,0.136,0.127,59.07,0.055,548.7,326.383,Rural,51181,0500000US,0500000US51181
VA,Sussex County,233.9,215.6,11.595,0.327,Mgmt/Bus/Art,0.178,0.05,45.13,0.015,567.74,71.795,Rural,51183,0500000US,0500000US51183
VA,Tazewell County,257.4,244.8,42.689,0.439,Mgmt/Bus/Art,0.156,0.119,43.62,0.05,1050.12,154.144,Rural,51185,0500000US,0500000US51185
VA,Warren County,263.8,251.4,38.991,0.5,Mgmt/Bus/Art,0.098,0.11,69.88,0.046,1459.84,85.829,Rural,51187,0500000US,0500000US51187
VA,Washington County,264.8,252.5,54.457,0.522,Mgmt/Bus/Art,0.146,0.102,52.39,0.047,649.61,154.144,Rural,51191,0500000US,0500000US51191
VA,Westmoreland County,259,244.3,17.596,0.525,Mgmt/Bus/Art,0.095,0.126,54.89,0.058,692.93,201.268,Rural,51193,0500000US,0500000US51193
VA,Wise County,254,241.3,39.539,0.433,Mgmt/Bus/Art,0.199,0.116,42.37,0.053,1101.93,154.143,Rural,51195,0500000US,0500000US51195
VA,Wythe County,257.5,243.9,29.048,0.45,Mgmt/Bus/Art,0.152,0.119,48.54,0.045,653.09,73.142,Suburban,51197,0500000US,0500000US51197
VA,York County,284.6,274.5,67.196,0.751,Mgmt/Bus/Art,0.052,0.057,91.54,0.046,904.81,46.48,Rural,51199,0500000US,0500000US51199
VA,Alexandria City,280.1,267.6,154.71,0.795,Mgmt/Bus/Art,0.105,0.137,102.59,0.033,1129.74,35.148,Suburban,51510,0500000US,0500000US51510
VA,Bristol City,261.4,246.5,17.077,0.508,Mgmt/Bus/Art,0.213,0.112,37.68,0.055,2908.68,148.862,Suburban,51520,0500000US,0500000US51520
VA,Buena Vista City,250.4,234,6.495,0.407,Service,0.208,0.173,44.75,0.034,402.85,51.362,Suburban,51530,0500000US,0500000US51530
VA,Charlottesville City,271.8,255.9,46.487,0.709,Mgmt/Bus/Art,0.245,0.092,58.72,0.026,1622.58,94.416,Rural,51540,0500000US,0500000US51540
VA,Chesapeake City,272.1,258.2,235.41,0.663,Mgmt/Bus/Art,0.096,0.081,77.36,0.042,1993.12,66.382,Suburban,51550,0500000US,0500000US51550
VA,Colonial Heights City,267.5,253.1,17.582,0.576,Mgmt/Bus/Art,0.132,0.105,57.69,0.081,2058.86,326.372,Suburban,51570,0500000US,0500000US51570
VA,Covington City,252.5,235.8,5.675,0.415,Sales/Office,0.199,0.132,41.84,0.038,1598.17,63.685,Small/Mid,51580,0500000US,0500000US51580
VA,Danville City,250.4,231.5,41.911,0.522,Mgmt/Bus/Art,0.215,0.113,36.07,0.072,2737.15,161.186,Small/Mid,51590,0500000US,0500000US51590
VA,Emporia City,235.3,211.1,5.495,0.412,Mgmt/Bus/Art,0.309,0.213,38.63,0.146,2630.17,111.293,Suburban,51595,0500000US,0500000US51595
VA,Fairfax City,282.2,272.5,23.58,0.782,Mgmt/Bus/Art,0.078,0.11,106.43,0.034,973.14,94.416,Urban,51600,0500000US,0500000US51600
VA,Falls Church City,299.9,292.9,13.843,0.909,Mgmt/Bus/Art,0.029,0.029,137.85,0.028,851.3,25.353,Rural,51610,0500000US,0500000US51610
VA,Franklin City,248.8,230.7,8.334,0.545,Mgmt/Bus/Art,0.166,0.106,45.43,0.121,2965.74,78.265,Small/Mid,51620,0500000US,0500000US51620
VA,Fredericksburg City,268.8,253.3,28.135,0.684,Mgmt/Bus/Art,0.163,0.108,62.12,0.044,3136.83,62.637,Small/Mid,51630,0500000US,0500000US51630
VA,Galax City,246.5,231.6,6.788,0.403,Prod/Trans,0.212,0.09,37.23,0.042,2826.59,73.14,Rural,51640,0500000US,0500000US51640
VA,Hampton City,262.2,244.1,136.255,0.631,Mgmt/Bus/Art,0.149,0.11,55.82,0.057,1611.75,33.308,Small/Mid,51650,0500000US,0500000US51650
VA,Harrisonburg City,256.4,238.6,53.064,0.579,Mgmt/Bus/Art,0.29,0.159,48.19,0.036,1194.51,94.416,Rural,51660,0500000US,0500000US51660
VA,Hopewell City,246.7,228,22.353,0.462,Sales/Office,0.212,0.109,38.29,0.076,2196.5,326.376,Small/Mid,51670,0500000US,0500000US51670
VA,Lexington City,268.8,256.2,7.113,0.609,Mgmt/Bus/Art,0.214,0.054,54.2,0.013,444.03,51.368,Small/Mid,51678,0500000US,0500000US51678
VA,Lynchburg City,263.6,246.9,79.237,0.632,Mgmt/Bus/Art,0.223,0.102,50.61,0.051,2390.35,62.069,Rural,51680,0500000US,0500000US51680
VA,Manassas City,253.7,240.1,41.379,0.563,Mgmt/Bus/Art,0.088,0.166,84.41,0.06,1882.32,23.63,Rural,51683,0500000US,0500000US51683
VA,Manassas Park City,255,240.1,16.117,0.575,Mgmt/Bus/Art,0.103,0.218,83.15,0.048,847.56,23.632,Rural,51685,0500000US,0500000US51685
VA,Martinsville City,248.1,228.6,13.256,0.509,Prod/Trans,0.24,0.148,37.81,0.061,2016.73,107.597,Suburban,51690,0500000US,0500000US51690
VA,Newport News City,261.2,243.4,180.775,0.614,Mgmt/Bus/Art,0.164,0.119,53.02,0.054,2449.17,55.25,Suburban,51700,0500000US,0500000US51700
VA,Norfolk City,259.7,240.4,245.752,0.615,Mgmt/Bus/Art,0.21,0.138,52.44,0.055,1929.78,61.04,Small/Mid,51710,0500000US,0500000US51710
VA,Norton City,267.2,253.4,4.043,0.59,Sales/Office,0.257,0.097,38.06,0.1,1417.89,154.151,Suburban,51720,0500000US,0500000US51720
VA,Petersburg City,236.1,212,32.037,0.472,Mgmt/Bus/Art,0.276,0.123,40.24,0.087,2227.17,326.378,Rural,51730,0500000US,0500000US51730
VA,Poquoson City,287.4,278.3,12.022,0.714,Mgmt/Bus/Art,0.049,0.042,98.22,0.039,1113.35,46.479,Suburban,51735,0500000US,0500000US51735
VA,Portsmouth City,253.9,235.2,95.536,0.567,Mgmt/Bus/Art,0.177,0.121,50.41,0.071,3129.59,212.918,Rural,51740,0500000US,0500000US51740
VA,Radford City,266,247.3,17.38,0.652,Mgmt/Bus/Art,0.375,0.084,41.53,0.043,1258.04,73.144,Urban,51750,0500000US,0500000US51750
VA,Richmond City,255.4,235.7,220.892,0.615,Mgmt/Bus/Art,0.252,0.149,50.95,0.065,1859.01,58.005,Suburban,51760,0500000US,0500000US51760
VA,Roanoke City,254.9,237.2,99.572,0.532,Mgmt/Bus/Art,0.216,0.136,45.53,0.051,3918.55,89.641,Small/Mid,51770,0500000US,0500000US51770
VA,Salem City,270.2,258.1,25.521,0.585,Mgmt/Bus/Art,0.089,0.078,54.89,0.037,1155.23,94.416,Small/Mid,51775,0500000US,0500000US51775
VA,Staunton City,269.6,256.3,24.273,0.606,Mgmt/Bus/Art,0.133,0.099,54.3,0.028,1978.29,566.245,Rural,51790,0500000US,0500000US51790
VA,Suffolk City,263.4,247.9,88.057,0.606,Mgmt/Bus/Art,0.112,0.081,77.85,0.051,2130.56,78.27,Suburban,51800,0500000US,0500000US51800
VA,Virginia Beach City,277.6,265.3,450.057,0.715,Mgmt/Bus/Art,0.08,0.089,78.49,0.039,1196.97,48.79,Small/Mid,51810,0500000US,0500000US51810
VA,Waynesboro City,259.2,243.5,21.62,0.531,Mgmt/Bus/Art,0.174,0.154,44.62,0.032,1636.39,31.687,Rural,51820,0500000US,0500000US51820
VA,Williamsburg City,276.8,261.8,14.817,0.746,Mgmt/Bus/Art,0.215,0.055,56.57,0.041,1228.63,46.482,Rural,51830,0500000US,0500000US51830
VA,Winchester City,259.1,245.7,27.516,0.564,Mgmt/Bus/Art,0.125,0.154,60.25,0.033,2657.91,51.777,Suburban,51840,0500000US,0500000US51840
FL,Alachua County,271.8,255.1,259.865,0.7,Mgmt/Bus/Art,0.233,0.107,49.88,0.046,660.3,45.326,Small/Mid,12001,0500000US,0500000US12001
FL,Baker County,254.1,238.4,27.537,0.426,Mgmt/Bus/Art,0.172,0.121,60.45,0.037,428.3,259.768,Suburban,12003,0500000US,0500000US12003
FL,Bay County,265.2,250.3,180.117,0.582,Mgmt/Bus/Art,0.154,0.15,58.38,0.046,493.8,91.49,Small/Mid,12005,0500000US,0500000US12005
FL,Bradford County,246.6,230.3,26.775,0.401,Mgmt/Bus/Art,0.188,0.15,47.51,0.043,390.5,75.048,Rural,12007,0500000US,0500000US12007
FL,Brevard County,270.7,256.5,568.183,0.632,Mgmt/Bus/Art,0.134,0.12,57.58,0.055,374.1,44.975,Small/Mid,12009,0500000US,0500000US12009
FL,Broward County,258.7,242.6,1890.416,0.614,Mgmt/Bus/Art,0.14,0.163,61.43,0.06,381.9,33.366,Suburban,12011,0500000US,0500000US12011
FL,Calhoun County,242.4,227.5,14.458,0.37,Service,0.129,0.19,41.4,0.042,255.9,57.81,Rural,12013,0500000US,0500000US12013
FL,Charlotte County,265.4,251.3,173.236,0.557,Sales/Office,0.12,0.127,54.76,0.062,201.9,69.425,Small/Mid,12015,0500000US,0500000US12015
FL,Citrus County,260,244.8,141.373,0.496,Mgmt/Bus/Art,0.174,0.115,49.76,0.065,252.5,75.882,Small/Mid,12017,0500000US,0500000US12017
FL,Clay County,269.3,255.8,203.291,0.599,Mgmt/Bus/Art,0.104,0.109,75.78,0.06,257.4,31.019,Suburban,12019,0500000US,0500000US12019
FL,Collier County,259.7,245,356.774,0.601,Mgmt/Bus/Art,0.128,0.176,76.42,0.041,237.9,40.6,Small/Mid,12021,0500000US,0500000US12021
FL,Columbia County,258.2,241.8,68.484,0.509,Mgmt/Bus/Art,0.168,0.133,47.09,0.061,503.6,45.953,Rural,12023,0500000US,0500000US12023
FL,DeSoto County,228.6,208.4,35.675,0.301,NatResCon,0.299,0.215,41.67,0.037,474.3,73.614,Rural,12027,0500000US,0500000US12027
FL,Dixie County,247,229.7,16.323,0.352,Mgmt/Bus/Art,0.237,0.175,39.79,0.03,440.9,81.007,Rural,12029,0500000US,0500000US12029
FL,Duval County,264.2,247.7,912.043,0.615,Mgmt/Bus/Art,0.16,0.128,58.34,0.055,535.8,44.49,Urban,12031,0500000US,0500000US12031
FL,Escambia County,268.5,253.6,309.924,0.633,Mgmt/Bus/Art,0.146,0.111,52.82,0.05,627.1,92.748,Small/Mid,12033,0500000US,0500000US12033
FL,Flagler County,266.9,251.7,105.015,0.584,Sales/Office,0.133,0.132,62.83,0.043,553.4,20.81,Small/Mid,12035,0500000US,0500000US12035
FL,Franklin County,250,233.4,11.675,0.446,Mgmt/Bus/Art,0.201,0.189,47.5,0.047,187.9,91.555,Rural,12037,0500000US,0500000US12037
FL,Gadsden County,240.9,218.3,46.113,0.434,Mgmt/Bus/Art,0.244,0.153,42.98,0.049,480.7,74.203,Small/Mid,12039,0500000US,0500000US12039
FL,Gilchrist County,254.1,237.5,17.191,0.446,Sales/Office,0.198,0.181,46.17,0.048,365.2,34.855,Small/Mid,12041,0500000US,0500000US12041
FL,Glades County,239.3,222.9,13.197,0.341,Mgmt/Bus/Art,0.18,0.216,45.41,0.056,225.1,434.573,Rural,12043,0500000US,0500000US12043
FL,Gulf County,252.5,236.9,16.018,0.477,Mgmt/Bus/Art,0.149,0.14,53.23,0.031,182.9,54.743,Small/Mid,12045,0500000US,0500000US12045
FL,Hamilton County,232.7,212.4,14.238,0.343,Mgmt/Bus/Art,0.266,0.136,39.24,0.059,275.2,47.423,Rural,12047,0500000US,0500000US12047
FL,Hardee County,226.9,207.6,27.326,0.28,Mgmt/Bus/Art,0.245,0.155,41.43,0.059,376.7,57.834,Rural,12049,0500000US,0500000US12049
FL,Hendry County,225.8,206.9,39.064,0.321,NatResCon,0.255,0.273,45.11,0.059,262.9,67.667,Rural,12051,0500000US,0500000US12051
FL,Hernando County,260.2,245.4,179.144,0.51,Sales/Office,0.143,0.132,50.71,0.059,378.9,52.144,Suburban,12053,0500000US,0500000US12053
FL,Highlands County,252,235.3,100.177,0.473,Mgmt/Bus/Art,0.187,0.142,45.72,0.079,275,76.184,Small/Mid,12055,0500000US,0500000US12055
FL,Hillsborough County,260.7,244.1,1351.087,0.61,Mgmt/Bus/Art,0.157,0.139,61.13,0.051,270.7,31.54,Urban,12057,0500000US,0500000US12057
FL,Holmes County,245.4,228.5,19.483,0.371,Mgmt/Bus/Art,0.266,0.187,38.87,0.067,253,64.767,Rural,12059,0500000US,0500000US12059
FL,Indian River County,264.1,250.1,147.981,0.576,Mgmt/Bus/Art,0.127,0.137,61.17,0.059,374.1,52.512,Small/Mid,12061,0500000US,0500000US12061
FL,Jackson County,245.6,228.4,48.571,0.44,Mgmt/Bus/Art,0.216,0.119,40.54,0.062,227.2,64.054,Rural,12063,0500000US,0500000US12063
FL,Jefferson County,251.4,236.1,14.085,0.48,Mgmt/Bus/Art,0.139,0.078,47.19,0.042,212.9,39.406,Small/Mid,12065,0500000US,0500000US12065
FL,Lafayette County,241.4,225.6,8.684,0.354,Mgmt/Bus/Art,0.178,0.197,45.48,0.063,507.6,33.761,Rural,12067,0500000US,0500000US12067
FL,Lake County,261.7,246.9,326.215,0.554,Mgmt/Bus/Art,0.128,0.122,57.66,0.052,153.3,40.012,Suburban,12069,0500000US,0500000US12069
FL,Lee County,259.9,244.5,700.165,0.565,Mgmt/Bus/Art,0.149,0.156,62.36,0.052,281.9,42.449,Small/Mid,12071,0500000US,0500000US12071
FL,Leon County,274.9,258.6,285.89,0.746,Mgmt/Bus/Art,0.205,0.091,55.08,0.067,269.2,52.063,Small/Mid,12073,0500000US,0500000US12073
FL,Levy County,249.8,232.2,39.713,0.422,Sales/Office,0.219,0.166,41.41,0.056,573,55.251,Rural,12075,0500000US,0500000US12075
FL,Liberty County,237.7,219.1,8.347,0.309,Service,0.178,0.217,44.24,0.044,1154.1,84.76,Rural,12077,0500000US,0500000US12077
FL,Madison County,244.8,222.8,18.518,0.437,Mgmt/Bus/Art,0.319,0.14,37.92,0.043,216.6,40.479,Rural,12079,0500000US,0500000US12079
FL,Manatee County,263.7,249.2,363.542,0.583,Mgmt/Bus/Art,0.134,0.139,64.15,0.049,567.2,46.198,Small/Mid,12081,0500000US,0500000US12081
FL,Marion County,255.6,238.8,343.778,0.498,Sales/Office,0.176,0.135,49.08,0.06,464.3,63.193,Small/Mid,12083,0500000US,0500000US12083
FL,Martin County,270.6,257.9,155.719,0.643,Mgmt/Bus/Art,0.109,0.123,70.81,0.048,431.7,53.244,Small/Mid,12085,0500000US,0500000US12085
FL,Miami-Dade County,236.3,215.5,2702.602,0.528,Mgmt/Bus/Art,0.19,0.207,54.99,0.055,220.1,22.249,Urban,12086,0500000US,0500000US12086
FL,Monroe County,264.4,249,76.745,0.634,Mgmt/Bus/Art,0.127,0.193,67.53,0.029,370,112.196,Rural,12087,0500000US,0500000US12087
FL,Nassau County,270.3,257,78.435,0.583,Mgmt/Bus/Art,0.114,0.124,72.82,0.042,233.9,57.914,Suburban,12089,0500000US,0500000US12089
FL,Okaloosa County,272.5,259.4,197.591,0.664,Mgmt/Bus/Art,0.115,0.136,63.52,0.042,366.7,57.104,Small/Mid,12091,0500000US,0500000US12091
FL,Okeechobee County,237.3,220.2,40.228,0.356,Service,0.223,0.186,45.23,0.055,459.2,94.151,Rural,12093,0500000US,0500000US12093
FL,Orange County,261.3,246.3,1290.216,0.631,Mgmt/Bus/Art,0.167,0.162,63.13,0.051,561.2,26.69,Urban,12095,0500000US,0500000US12095
FL,Osceola County,245.3,225.9,325.168,0.538,Sales/Office,0.178,0.184,52.27,0.047,310.9,35.163,Suburban,12097,0500000US,0500000US12097
FL,Palm Beach County,262.6,247.2,1426.772,0.631,Mgmt/Bus/Art,0.134,0.148,66.62,0.059,389.7,21.259,Suburban,12099,0500000US,0500000US12099
FL,Pasco County,264.1,249.7,498.136,0.556,Mgmt/Bus/Art,0.136,0.128,55.75,0.049,321.2,53.123,Suburban,12101,0500000US,0500000US12101
FL,Pinellas County,268.9,254.1,949.842,0.622,Mgmt/Bus/Art,0.137,0.126,56.71,0.048,345.5,48.686,Urban,12103,0500000US,0500000US12103
FL,Polk County,251.9,235,652.256,0.488,Mgmt/Bus/Art,0.173,0.144,51.82,0.054,288.2,57.864,Small/Mid,12105,0500000US,0500000US12105
FL,Putnam County,243.5,224.1,72.435,0.394,Sales/Office,0.276,0.168,41.99,0.065,256.6,72.346,Rural,12107,0500000US,0500000US12107
FL,St. Johns County,283.5,272.6,226.578,0.731,Mgmt/Bus/Art,0.091,0.088,90.84,0.039,154.1,26.735,Small/Mid,12109,0500000US,0500000US12109
FL,St. Lucie County,253.5,236.2,298.763,0.522,Mgmt/Bus/Art,0.166,0.155,57.29,0.054,262.5,65.52,Small/Mid,12111,0500000US,0500000US12111
FL,Santa Rosa County,274.8,262.8,166.778,0.635,Mgmt/Bus/Art,0.113,0.113,66.14,0.043,145.2,61.117,Suburban,12113,0500000US,0500000US12113
FL,Sarasota County,271.5,258.5,404.839,0.63,Mgmt/Bus/Art,0.105,0.121,66.26,0.041,219.4,44.92,Suburban,12115,0500000US,0500000US12115
FL,Seminole County,276.4,262.8,449.26,0.722,Mgmt/Bus/Art,0.118,0.113,69.95,0.05,276.6,27.684,Small/Mid,12117,0500000US,0500000US12117
FL,Sumter County,271.7,259.5,116.754,0.615,Mgmt/Bus/Art,0.092,0.065,63.46,0.033,193.6,94.145,Small/Mid,12119,0500000US,0500000US12119
FL,Suwannee County,246,229,43.814,0.405,Service,0.204,0.143,49.45,0.059,466.7,61.527,Rural,12121,0500000US,0500000US12121
FL,Taylor County,244.8,228.4,22.35,0.369,Mgmt/Bus/Art,0.164,0.124,42.99,0.03,681.3,79.165,Rural,12123,0500000US,0500000US12123
FL,Union County,240.3,223.4,15.3,0.383,Service,0.214,0.123,50.89,0.038,303.1,20.462,Rural,12125,0500000US,0500000US12125
FL,Volusia County,260.6,245.2,518.66,0.566,Mgmt/Bus/Art,0.161,0.142,53.55,0.046,354.9,43.499,Small/Mid,12127,0500000US,0500000US12127
